ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848986::Value,1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849458::Default Value,1075849712::Generate SQL 92 Format,1075849713::Is Detach,1075849717::Is Supplied,1075849718::System Generated,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075850737::Schema,1075852160::Generate Using Bind,1075852278::Extended Notes Order  [read only]
"1075839019::1403","DF_ProductSubcategory_ModifiedDate",Default Value,"","DF_ProductSubcategory_ModifiedDate","getdate()","","","","DF_ProductSubcategory_ModifiedDate","","","","","","DF_ProductSubcategory_ModifiedDate","DF_ProductSubcategory_ModifiedDate","Production","false",""
"1075839019::1417","DF_ScrapReason_ModifiedDate",Default Value,"","DF_ScrapReason_ModifiedDate","getdate()","","","","DF_ScrapReason_ModifiedDate","","","","","","DF_ScrapReason_ModifiedDate","DF_ScrapReason_ModifiedDate","Production","false",""
"1075839019::1434","DF_TransactionHistory_ReferenceOrderLineID",Default Value,"","DF_TransactionHistory_ReferenceOrderLineID","0","","","","DF_TransactionHistory_ReferenceOrderLineID","","","","","","DF_TransactionHistory_ReferenceOrderLineID","DF_TransactionHistory_ReferenceOrderLineID","Production","false",""
"1075839019::1436","DF_TransactionHistory_TransactionDate",Default Value,"","DF_TransactionHistory_TransactionDate","getdate()","","","","DF_TransactionHistory_TransactionDate","","","","","","DF_TransactionHistory_TransactionDate","DF_TransactionHistory_TransactionDate","Production","false",""
"1075839019::1440","DF_TransactionHistory_ModifiedDate",Default Value,"","DF_TransactionHistory_ModifiedDate","getdate()","","","","DF_TransactionHistory_ModifiedDate","","","","","","DF_TransactionHistory_ModifiedDate","DF_TransactionHistory_ModifiedDate","Production","false",""
"1075839019::1461","DF_TransactionHistoryArchive_ReferenceOrderLineID",Default Value,"","DF_TransactionHistoryArchive_ReferenceOrderLineID","0","","","","DF_TransactionHistoryArchive_ReferenceOrderLineID","","","","","","DF_TransactionHistoryArchive_ReferenceOrderLineID","DF_TransactionHistoryArchive_ReferenceOrderLineID","Production","false",""
"1075839019::1463","DF_TransactionHistoryArchive_TransactionDate",Default Value,"","DF_TransactionHistoryArchive_TransactionDate","getdate()","","","","DF_TransactionHistoryArchive_TransactionDate","","","","","","DF_TransactionHistoryArchive_TransactionDate","DF_TransactionHistoryArchive_TransactionDate","Production","false",""
"1075839019::1467","DF_TransactionHistoryArchive_ModifiedDate",Default Value,"","DF_TransactionHistoryArchive_ModifiedDate","getdate()","","","","DF_TransactionHistoryArchive_ModifiedDate","","","","","","DF_TransactionHistoryArchive_ModifiedDate","DF_TransactionHistoryArchive_ModifiedDate","Production","false",""
"1075839019::1482","DF_UnitMeasure_ModifiedDate",Default Value,"","DF_UnitMeasure_ModifiedDate","getdate()","","","","DF_UnitMeasure_ModifiedDate","","","","","","DF_UnitMeasure_ModifiedDate","DF_UnitMeasure_ModifiedDate","Production","false",""
"1075839019::1504","DF_WorkOrder_ModifiedDate",Default Value,"","DF_WorkOrder_ModifiedDate","getdate()","","","","DF_WorkOrder_ModifiedDate","","","","","","DF_WorkOrder_ModifiedDate","DF_WorkOrder_ModifiedDate","Production","false",""
"1075839019::1537","DF_WorkOrderRouting_ModifiedDate",Default Value,"","DF_WorkOrderRouting_ModifiedDate","getdate()","","","","DF_WorkOrderRouting_ModifiedDate","","","","","","DF_WorkOrderRouting_ModifiedDate","DF_WorkOrderRouting_ModifiedDate","Production","false",""
"1075839019::1574","DF_ProductVendor_ModifiedDate",Default Value,"","DF_ProductVendor_ModifiedDate","getdate()","","","","DF_ProductVendor_ModifiedDate","","","","","","DF_ProductVendor_ModifiedDate","DF_ProductVendor_ModifiedDate","Purchasing","false",""
"1075839019::1605","DF_PurchaseOrderDetail_ModifiedDate",Default Value,"","DF_PurchaseOrderDetail_ModifiedDate","getdate()","","","","DF_PurchaseOrderDetail_ModifiedDate","","","","","","DF_PurchaseOrderDetail_ModifiedDate","DF_PurchaseOrderDetail_ModifiedDate","Purchasing","false",""
"1075839019::1629","DF_PurchaseOrderHeader_RevisionNumber",Default Value,"","DF_PurchaseOrderHeader_RevisionNumber","0","","","","DF_PurchaseOrderHeader_RevisionNumber","","","","","","DF_PurchaseOrderHeader_RevisionNumber","DF_PurchaseOrderHeader_RevisionNumber","Purchasing","false",""
"1075839019::1633","DF_PurchaseOrderHeader_Status",Default Value,"","DF_PurchaseOrderHeader_Status","1","","","","DF_PurchaseOrderHeader_Status","","","","","","DF_PurchaseOrderHeader_Status","DF_PurchaseOrderHeader_Status","Purchasing","false",""
"1075839019::1635","DF_PurchaseOrderHeader_OrderDate",Default Value,"","DF_PurchaseOrderHeader_OrderDate","getdate()","","","","DF_PurchaseOrderHeader_OrderDate","","","","","","DF_PurchaseOrderHeader_OrderDate","DF_PurchaseOrderHeader_OrderDate","Purchasing","false",""
"1075839019::1639","DF_PurchaseOrderHeader_SubTotal",Default Value,"","DF_PurchaseOrderHeader_SubTotal","0.00","","","","DF_PurchaseOrderHeader_SubTotal","","","","","","DF_PurchaseOrderHeader_SubTotal","DF_PurchaseOrderHeader_SubTotal","Purchasing","false",""
"1075839019::1643","DF_PurchaseOrderHeader_TaxAmt",Default Value,"","DF_PurchaseOrderHeader_TaxAmt","0.00","","","","DF_PurchaseOrderHeader_TaxAmt","","","","","","DF_PurchaseOrderHeader_TaxAmt","DF_PurchaseOrderHeader_TaxAmt","Purchasing","false",""
"1075839019::1647","DF_PurchaseOrderHeader_Freight",Default Value,"","DF_PurchaseOrderHeader_Freight","0.00","","","","DF_PurchaseOrderHeader_Freight","","","","","","DF_PurchaseOrderHeader_Freight","DF_PurchaseOrderHeader_Freight","Purchasing","false",""
"1075839019::1649","DF_PurchaseOrderHeader_ModifiedDate",Default Value,"","DF_PurchaseOrderHeader_ModifiedDate","getdate()","","","","DF_PurchaseOrderHeader_ModifiedDate","","","","","","DF_PurchaseOrderHeader_ModifiedDate","DF_PurchaseOrderHeader_ModifiedDate","Purchasing","false",""
"1075839019::1671","DF_ShipMethod_ShipBase",Default Value,"","DF_ShipMethod_ShipBase","0.00","","","","DF_ShipMethod_ShipBase","","","","","","DF_ShipMethod_ShipBase","DF_ShipMethod_ShipBase","Purchasing","false",""
"1075839019::1675","DF_ShipMethod_ShipRate",Default Value,"","DF_ShipMethod_ShipRate","0.00","","","","DF_ShipMethod_ShipRate","","","","","","DF_ShipMethod_ShipRate","DF_ShipMethod_ShipRate","Purchasing","false",""
"1075839019::1677","DF_ShipMethod_rowguid",Default Value,"","DF_ShipMethod_rowguid","newid()","","","","DF_ShipMethod_rowguid","","","","","","DF_ShipMethod_rowguid","DF_ShipMethod_rowguid","Purchasing","false",""
"1075839019::1679","DF_ShipMethod_ModifiedDate",Default Value,"","DF_ShipMethod_ModifiedDate","getdate()","","","","DF_ShipMethod_ModifiedDate","","","","","","DF_ShipMethod_ModifiedDate","DF_ShipMethod_ModifiedDate","Purchasing","false",""
"1075839019::1700","DF_Vendor_PreferredVendorStatus",Default Value,"","DF_Vendor_PreferredVendorStatus","1","","","","DF_Vendor_PreferredVendorStatus","","","","","","DF_Vendor_PreferredVendorStatus","DF_Vendor_PreferredVendorStatus","Purchasing","false",""
"1075839019::1702","DF_Vendor_ActiveFlag",Default Value,"","DF_Vendor_ActiveFlag","1","","","","DF_Vendor_ActiveFlag","","","","","","DF_Vendor_ActiveFlag","DF_Vendor_ActiveFlag","Purchasing","false",""
"1075839019::1704","DF_Vendor_ModifiedDate",Default Value,"","DF_Vendor_ModifiedDate","getdate()","","","","DF_Vendor_ModifiedDate","","","","","","DF_Vendor_ModifiedDate","DF_Vendor_ModifiedDate","Purchasing","false",""
"1075839019::1716","DF_CountryRegionCurrency_ModifiedDate",Default Value,"","DF_CountryRegionCurrency_ModifiedDate","getdate()","","","","DF_CountryRegionCurrency_ModifiedDate","","","","","","DF_CountryRegionCurrency_ModifiedDate","DF_CountryRegionCurrency_ModifiedDate","Sales","false",""
"1075839019::1731","DF_CreditCard_ModifiedDate",Default Value,"","DF_CreditCard_ModifiedDate","getdate()","","","","DF_CreditCard_ModifiedDate","","","","","","DF_CreditCard_ModifiedDate","DF_CreditCard_ModifiedDate","Sales","false",""
"1075839019::1742","DF_Currency_ModifiedDate",Default Value,"","DF_Currency_ModifiedDate","getdate()","","","","DF_Currency_ModifiedDate","","","","","","DF_Currency_ModifiedDate","DF_Currency_ModifiedDate","Sales","false",""
"1075839019::1757","DF_CurrencyRate_ModifiedDate",Default Value,"","DF_CurrencyRate_ModifiedDate","getdate()","","","","DF_CurrencyRate_ModifiedDate","","","","","","DF_CurrencyRate_ModifiedDate","DF_CurrencyRate_ModifiedDate","Sales","false",""
"1075839019::1774","DF_Customer_rowguid",Default Value,"","DF_Customer_rowguid","newid()","","","","DF_Customer_rowguid","","","","","","DF_Customer_rowguid","DF_Customer_rowguid","Sales","false",""
"1075839019::1776","DF_Customer_ModifiedDate",Default Value,"","DF_Customer_ModifiedDate","getdate()","","","","DF_Customer_ModifiedDate","","","","","","DF_Customer_ModifiedDate","DF_Customer_ModifiedDate","Sales","false",""
"1075839019::1793","DF_PersonCreditCard_ModifiedDate",Default Value,"","DF_PersonCreditCard_ModifiedDate","getdate()","","","","DF_PersonCreditCard_ModifiedDate","","","","","","DF_PersonCreditCard_ModifiedDate","DF_PersonCreditCard_ModifiedDate","Sales","false",""
"1075839019::1816","DF_SalesOrderDetail_UnitPriceDiscount",Default Value,"","DF_SalesOrderDetail_UnitPriceDiscount","0.0","","","","DF_SalesOrderDetail_UnitPriceDiscount","","","","","","DF_SalesOrderDetail_UnitPriceDiscount","DF_SalesOrderDetail_UnitPriceDiscount","Sales","false",""
"1075839019::1818","DF_SalesOrderDetail_rowguid",Default Value,"","DF_SalesOrderDetail_rowguid","newid()","","","","DF_SalesOrderDetail_rowguid","","","","","","DF_SalesOrderDetail_rowguid","DF_SalesOrderDetail_rowguid","Sales","false",""
"1075839019::1820","DF_SalesOrderDetail_ModifiedDate",Default Value,"","DF_SalesOrderDetail_ModifiedDate","getdate()","","","","DF_SalesOrderDetail_ModifiedDate","","","","","","DF_SalesOrderDetail_ModifiedDate","DF_SalesOrderDetail_ModifiedDate","Sales","false",""
"1075839019::1859","DF_SalesOrderHeader_RevisionNumber",Default Value,"","DF_SalesOrderHeader_RevisionNumber","0","","","","DF_SalesOrderHeader_RevisionNumber","","","","","","DF_SalesOrderHeader_RevisionNumber","DF_SalesOrderHeader_RevisionNumber","Sales","false",""
"1075839019::1861","DF_SalesOrderHeader_OrderDate",Default Value,"","DF_SalesOrderHeader_OrderDate","getdate()","","","","DF_SalesOrderHeader_OrderDate","","","","","","DF_SalesOrderHeader_OrderDate","DF_SalesOrderHeader_OrderDate","Sales","false",""
"1075839019::1865","DF_SalesOrderHeader_Status",Default Value,"","DF_SalesOrderHeader_Status","1","","","","DF_SalesOrderHeader_Status","","","","","","DF_SalesOrderHeader_Status","DF_SalesOrderHeader_Status","Sales","false",""
"1075839019::1867","DF_SalesOrderHeader_OnlineOrderFlag",Default Value,"","DF_SalesOrderHeader_OnlineOrderFlag","1","","","","DF_SalesOrderHeader_OnlineOrderFlag","","","","","","DF_SalesOrderHeader_OnlineOrderFlag","DF_SalesOrderHeader_OnlineOrderFlag","Sales","false",""
"1075839019::1871","DF_SalesOrderHeader_SubTotal",Default Value,"","DF_SalesOrderHeader_SubTotal","0.00","","","","DF_SalesOrderHeader_SubTotal","","","","","","DF_SalesOrderHeader_SubTotal","DF_SalesOrderHeader_SubTotal","Sales","false",""
"1075839019::1875","DF_SalesOrderHeader_TaxAmt",Default Value,"","DF_SalesOrderHeader_TaxAmt","0.00","","","","DF_SalesOrderHeader_TaxAmt","","","","","","DF_SalesOrderHeader_TaxAmt","DF_SalesOrderHeader_TaxAmt","Sales","false",""
"1075839019::1879","DF_SalesOrderHeader_Freight",Default Value,"","DF_SalesOrderHeader_Freight","0.00","","","","DF_SalesOrderHeader_Freight","","","","","","DF_SalesOrderHeader_Freight","DF_SalesOrderHeader_Freight","Sales","false",""
"1075839019::1881","DF_SalesOrderHeader_rowguid",Default Value,"","DF_SalesOrderHeader_rowguid","newid()","","","","DF_SalesOrderHeader_rowguid","","","","","","DF_SalesOrderHeader_rowguid","DF_SalesOrderHeader_rowguid","Sales","false",""
"1075839019::1883","DF_SalesOrderHeader_ModifiedDate",Default Value,"","DF_SalesOrderHeader_ModifiedDate","getdate()","","","","DF_SalesOrderHeader_ModifiedDate","","","","","","DF_SalesOrderHeader_ModifiedDate","DF_SalesOrderHeader_ModifiedDate","Sales","false",""
"1075839019::1908","DF_SalesOrderHeaderSalesReason_ModifiedDate",Default Value,"","DF_SalesOrderHeaderSalesReason_ModifiedDate","getdate()","","","","DF_SalesOrderHeaderSalesReason_ModifiedDate","","","","","","DF_SalesOrderHeaderSalesReason_ModifiedDate","DF_SalesOrderHeaderSalesReason_ModifiedDate","Sales","false",""
"1075839019::1927","DF_SalesPerson_Bonus",Default Value,"","DF_SalesPerson_Bonus","0.00","","","","DF_SalesPerson_Bonus","","","","","","DF_SalesPerson_Bonus","DF_SalesPerson_Bonus","Sales","false",""
"1075839019::1931","DF_SalesPerson_CommissionPct",Default Value,"","DF_SalesPerson_CommissionPct","0.00","","","","DF_SalesPerson_CommissionPct","","","","","","DF_SalesPerson_CommissionPct","DF_SalesPerson_CommissionPct","Sales","false",""
"1075839019::1935","DF_SalesPerson_SalesYTD",Default Value,"","DF_SalesPerson_SalesYTD","0.00","","","","DF_SalesPerson_SalesYTD","","","","","","DF_SalesPerson_SalesYTD","DF_SalesPerson_SalesYTD","Sales","false",""
"1075839019::1939","DF_SalesPerson_SalesLastYear",Default Value,"","DF_SalesPerson_SalesLastYear","0.00","","","","DF_SalesPerson_SalesLastYear","","","","","","DF_SalesPerson_SalesLastYear","DF_SalesPerson_SalesLastYear","Sales","false",""
"1075839019::1941","DF_SalesPerson_rowguid",Default Value,"","DF_SalesPerson_rowguid","newid()","","","","DF_SalesPerson_rowguid","","","","","","DF_SalesPerson_rowguid","DF_SalesPerson_rowguid","Sales","false",""
"1075839019::1943","DF_SalesPerson_ModifiedDate",Default Value,"","DF_SalesPerson_ModifiedDate","getdate()","","","","DF_SalesPerson_ModifiedDate","","","","","","DF_SalesPerson_ModifiedDate","DF_SalesPerson_ModifiedDate","Sales","false",""
"1075839019::1958","DF_SalesPersonQuotaHistory_rowguid",Default Value,"","DF_SalesPersonQuotaHistory_rowguid","newid()","","","","DF_SalesPersonQuotaHistory_rowguid","","","","","","DF_SalesPersonQuotaHistory_rowguid","DF_SalesPersonQuotaHistory_rowguid","Sales","false",""
"1075839019::1960","DF_SalesPersonQuotaHistory_ModifiedDate",Default Value,"","DF_SalesPersonQuotaHistory_ModifiedDate","getdate()","","","","DF_SalesPersonQuotaHistory_ModifiedDate","","","","","","DF_SalesPersonQuotaHistory_ModifiedDate","DF_SalesPersonQuotaHistory_ModifiedDate","Sales","false",""
"1075839019::1973","DF_SalesReason_ModifiedDate",Default Value,"","DF_SalesReason_ModifiedDate","getdate()","","","","DF_SalesReason_ModifiedDate","","","","","","DF_SalesReason_ModifiedDate","DF_SalesReason_ModifiedDate","Sales","false",""
"1075839019::1987","DF_SalesTaxRate_TaxRate",Default Value,"","DF_SalesTaxRate_TaxRate","0.00","","","","DF_SalesTaxRate_TaxRate","","","","","","DF_SalesTaxRate_TaxRate","DF_SalesTaxRate_TaxRate","Sales","false",""
"1075839019::1989","DF_SalesTaxRate_rowguid",Default Value,"","DF_SalesTaxRate_rowguid","newid()","","","","DF_SalesTaxRate_rowguid","","","","","","DF_SalesTaxRate_rowguid","DF_SalesTaxRate_rowguid","Sales","false",""
"1075839019::1991","DF_SalesTaxRate_ModifiedDate",Default Value,"","DF_SalesTaxRate_ModifiedDate","getdate()","","","","DF_SalesTaxRate_ModifiedDate","","","","","","DF_SalesTaxRate_ModifiedDate","DF_SalesTaxRate_ModifiedDate","Sales","false",""
"1075839019::2015","DF_SalesTerritory_SalesYTD",Default Value,"","DF_SalesTerritory_SalesYTD","0.00","","","","DF_SalesTerritory_SalesYTD","","","","","","DF_SalesTerritory_SalesYTD","DF_SalesTerritory_SalesYTD","Sales","false",""
"1075839019::2019","DF_SalesTerritory_SalesLastYear",Default Value,"","DF_SalesTerritory_SalesLastYear","0.00","","","","DF_SalesTerritory_SalesLastYear","","","","","","DF_SalesTerritory_SalesLastYear","DF_SalesTerritory_SalesLastYear","Sales","false",""
"1075839019::2023","DF_SalesTerritory_CostYTD",Default Value,"","DF_SalesTerritory_CostYTD","0.00","","","","DF_SalesTerritory_CostYTD","","","","","","DF_SalesTerritory_CostYTD","DF_SalesTerritory_CostYTD","Sales","false",""
"1075839019::2027","DF_SalesTerritory_CostLastYear",Default Value,"","DF_SalesTerritory_CostLastYear","0.00","","","","DF_SalesTerritory_CostLastYear","","","","","","DF_SalesTerritory_CostLastYear","DF_SalesTerritory_CostLastYear","Sales","false",""
"1075839019::2029","DF_SalesTerritory_rowguid",Default Value,"","DF_SalesTerritory_rowguid","newid()","","","","DF_SalesTerritory_rowguid","","","","","","DF_SalesTerritory_rowguid","DF_SalesTerritory_rowguid","Sales","false",""
"1075839019::2031","DF_SalesTerritory_ModifiedDate",Default Value,"","DF_SalesTerritory_ModifiedDate","getdate()","","","","DF_SalesTerritory_ModifiedDate","","","","","","DF_SalesTerritory_ModifiedDate","DF_SalesTerritory_ModifiedDate","Sales","false",""
"1075839019::2048","DF_SalesTerritoryHistory_rowguid",Default Value,"","DF_SalesTerritoryHistory_rowguid","newid()","","","","DF_SalesTerritoryHistory_rowguid","","","","","","DF_SalesTerritoryHistory_rowguid","DF_SalesTerritoryHistory_rowguid","Sales","false",""
"1075839019::2050","DF_SalesTerritoryHistory_ModifiedDate",Default Value,"","DF_SalesTerritoryHistory_ModifiedDate","getdate()","","","","DF_SalesTerritoryHistory_ModifiedDate","","","","","","DF_SalesTerritoryHistory_ModifiedDate","DF_SalesTerritoryHistory_ModifiedDate","Sales","false",""
"1075839019::2070","DF_ShoppingCartItem_Quantity",Default Value,"","DF_ShoppingCartItem_Quantity","1","","","","DF_ShoppingCartItem_Quantity","","","","","","DF_ShoppingCartItem_Quantity","DF_ShoppingCartItem_Quantity","Sales","false",""
"1075839019::2072","DF_ShoppingCartItem_DateCreated",Default Value,"","DF_ShoppingCartItem_DateCreated","getdate()","","","","DF_ShoppingCartItem_DateCreated","","","","","","DF_ShoppingCartItem_DateCreated","DF_ShoppingCartItem_DateCreated","Sales","false",""
"1075839019::2074","DF_ShoppingCartItem_ModifiedDate",Default Value,"","DF_ShoppingCartItem_ModifiedDate","getdate()","","","","DF_ShoppingCartItem_ModifiedDate","","","","","","DF_ShoppingCartItem_ModifiedDate","DF_ShoppingCartItem_ModifiedDate","Sales","false",""
"1075839019::2096","DF_SpecialOffer_DiscountPct",Default Value,"","DF_SpecialOffer_DiscountPct","0.00","","","","DF_SpecialOffer_DiscountPct","","","","","","DF_SpecialOffer_DiscountPct","DF_SpecialOffer_DiscountPct","Sales","false",""
"1075839019::2100","DF_SpecialOffer_MinQty",Default Value,"","DF_SpecialOffer_MinQty","0","","","","DF_SpecialOffer_MinQty","","","","","","DF_SpecialOffer_MinQty","DF_SpecialOffer_MinQty","Sales","false",""
"1075839019::2104","DF_SpecialOffer_rowguid",Default Value,"","DF_SpecialOffer_rowguid","newid()","","","","DF_SpecialOffer_rowguid","","","","","","DF_SpecialOffer_rowguid","DF_SpecialOffer_rowguid","Sales","false",""
"1075839019::2106","DF_SpecialOffer_ModifiedDate",Default Value,"","DF_SpecialOffer_ModifiedDate","getdate()","","","","DF_SpecialOffer_ModifiedDate","","","","","","DF_SpecialOffer_ModifiedDate","DF_SpecialOffer_ModifiedDate","Sales","false",""
"1075839019::2120","DF_SpecialOfferProduct_rowguid",Default Value,"","DF_SpecialOfferProduct_rowguid","newid()","","","","DF_SpecialOfferProduct_rowguid","","","","","","DF_SpecialOfferProduct_rowguid","DF_SpecialOfferProduct_rowguid","Sales","false",""
"1075839019::2122","DF_SpecialOfferProduct_ModifiedDate",Default Value,"","DF_SpecialOfferProduct_ModifiedDate","getdate()","","","","DF_SpecialOfferProduct_ModifiedDate","","","","","","DF_SpecialOfferProduct_ModifiedDate","DF_SpecialOfferProduct_ModifiedDate","Sales","false",""
"1075839019::2140","DF_Store_rowguid",Default Value,"","DF_Store_rowguid","newid()","","","","DF_Store_rowguid","","","","","","DF_Store_rowguid","DF_Store_rowguid","Sales","false",""
"1075839019::2142","DF_Store_ModifiedDate",Default Value,"","DF_Store_ModifiedDate","getdate()","","","","DF_Store_ModifiedDate","","","","","","DF_Store_ModifiedDate","DF_Store_ModifiedDate","Sales","false",""
